id,title,content,url,source,author,category,published_at,prediction,score,collected_at
416,UK re-chalks Dorset's famed and feisty Cerne Abbas Giant,"Britain's National Trust is working on replacing the chalk outline of the Cerne Abbas Giant in Dorset. The Saxon-era carving depicts a club-wielding man ""still standing tall,"" as the charity puts it.",https://www.dw.com/en/uk-re-chalks-dorset-s-famed-and-feisty-cerne-abbas-giant/a-77329497?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
417,Why Europe is getting so hot,Europe is sweltering under extreme heat that has broken records and claimed lives. Why is the continent heating so fast?,https://www.dw.com/en/why-europe-is-getting-so-hot/a-77320871?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
418,New Ebola cases in Congo: What you need to know,"The virus spreads from direct person-to-person contact. But here's what makes it especially lethal: it persists in corpses, and funeral practices often take place precisely when bodies are most infectious.",https://www.dw.com/en/new-ebola-cases-in-congo-what-you-need-to-know/a-77325922?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
419,Iran war: Oil shortages threaten global energy security,Strategic petroleum reserves are declining rapidly as countries release emergency crude supplies to cushion the economic impact of the Middle East conflict.,https://www.dw.com/en/iran-war-oil-shortages-threaten-global-energy-security/a-77313462?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
420,FIFA World Cup: New York and New Jersey prosecutors probe 'sky-high' ticket prices,"US prosecutors have subpoenaed FIFA over expensive World Cup tickets, saying the event is ""not an invitation to exploit our residents and visitors.""",https://www.dw.com/en/fifa-world-cup-new-york-and-new-jersey-prosecutors-probe-sky-high-ticket-prices/a-77319846?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
421,Germany: No recovery in sight for the economy,The war in Iran has dashed hopes for economic growth. Germany's pension and healthcare systems are also feeling the strain.,https://www.dw.com/en/germany-no-recovery-in-sight-for-the-economy/a-77319954?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
422,EU enlargement: Is the bloc ready to welcome new members?,"Brussels says the EU must grow, but resistance within the bloc remains strong, with some arguing that it must reform before enlarging. Montenegro remains the only country with a realistic chance of joining soon.",https://www.dw.com/en/eu-enlargement-is-the-bloc-ready-to-welcome-new-members/a-77319025?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
423,Turkey: Leadership dispute engulfs opposition CHP,"The top figures in Turkey's main opposition party differ on how to resolve the leadership vacuum after a court annulled its 2023 primary. One wants the party delegates to pick a leader, the other wants members to vote.",https://www.dw.com/en/turkey-leadership-dispute-engulfs-opposition-chp/a-77317144?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
424,Europe's energy problem isn't green power  it's storage,"Solar and wind produce lots of energy  but not always at the right time. More battery storage could help Europe to stabilize prices and replace polluting fossil fuel energy, but roadblocks remain.",https://www.dw.com/en/europe-s-energy-problem-isn-t-green-power-it-s-storage/a-77302218?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
425,Germany eyes heat pumps as Iran war drives energy costs up,The war in the Middle East is threatening fossil fuel supplies and causing energy prices to rise in Germany. Could that drive a surge in demand for heat pumps?,https://www.dw.com/en/germany-eyes-heat-pumps-as-iran-war-drives-energy-costs-up/a-77310083?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
426,Spain: Police raid HQ of ruling PSOE Socialist party in graft probe,Police have searched the headquarters of Prime Minister Pedro Sanchez's PSOE party investigating possible illegal payments. Sanchez meanwhile said he was still standing by former PM Jose Luis Rodriguez Zapatero.,https://www.dw.com/en/spain-police-raid-hq-of-ruling-psoe-socialist-party-in-graft-probe/a-77312442?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
427,License to play: The new James Bond video game,"James Bond is back, and he's as charismatic and daring as ever. The video game ""007 First Light"" tells the origin story of the British secret agent  and the stakes are high.",https://www.dw.com/en/license-to-play-the-new-james-bond-video-game/a-77302275?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
428,Germany: Alleged leftist militant found guilty of robbery,"Daniela Klette, suspected to be one of the last remaining members of the left-wing terrorist group Red Army Faction, has been found guilty for her part in a series of robberies  but more serious charges await.",https://www.dw.com/en/germany-alleged-leftist-militant-found-guilty-of-robbery/a-77296279?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
429,The German gym fighting the far right with MMA,"The far right is increasingly using MMA to recruit new members. But a gym in Chemnitz, in the east of Germany, is fighting back with a martial arts program focused on diversity and empowerment.",https://www.dw.com/en/the-german-gym-fighting-the-far-right-with-mma/a-77291434?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
430,How did Berlin's Jewish Hospital and hundreds of its patients survive the Holocaust?,"When Red Army troops entered Berlin's Jewish Hospital in 1945, they were astonished to discover hundreds of Jews living just a couple of miles away from Hitler's bunker.",https://www.dw.com/en/how-did-berlin-s-jewish-hospital-and-hundreds-of-its-patients-survive-the-holocaust/a-77283508?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
431,"Ukraine: EU, Germany summon Russian envoys after Moscow tells diplomats to leave Kyiv",The EU and Germany both summoned Russian diplomats to protest attacks on Kyiv and orders for diplomats to leave the city. The UN secretary-general also rebuked Russia in a session on proliferating conflicts worldwide.,https://www.dw.com/en/ukraine-eu-germany-summon-russian-envoys-after-moscow-tells-diplomats-to-leave-kyiv/a-77300543?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
432,"Ferrari unveils its first all-electric car, the 4-door Luce","The Italian supercar giant has released images of what will be both its first ever pure EV, and its first car that can seat five people. The Luce eyes a younger clientele and the increasingly competitive Chinese market.",https://www.dw.com/en/ferrari-unveils-its-first-all-electric-car-the-4-door-luce/a-77297459?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
433,The wind boom Trump couldn't stop,"Even with fierce opposition, offshore wind projects are multiplying along US coasts  signaling a massive shift in energy.",https://www.dw.com/en/the-wind-boom-trump-couldn-t-stop/a-77248308?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
434,Berlin Hauptbahnhof at 20: A rail hub with symbolic power,"Berlin's central station was inaugurated in May 2006. Beyond its functionality, the modern glass-and-steel structure was built to play a key role in reunified Germany.",https://www.dw.com/en/berlin-hauptbahnhof-at-20-a-rail-hub-with-symbolic-power/a-77248293?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
435,Will SpaceX's IPO fund life on Mars  and a trillionaire?,"SpaceX is launching history's biggest public listing, propelling Elon Musk's wealth into the stratosphere. DW explores whether the firm's out-of-this-world ambitions are truly cosmic or another black hole for investors.",https://www.dw.com/en/will-spacex-s-ipo-fund-life-on-mars-and-a-trillionaire/a-77236838?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
436,"Germany news: More than 1,900 missing children","Authorities say there are 1,933 missing children cases nationwide, up 6.8% from the year before. And, travellers in Germany seem nervous when it comes to air travel, amid the war in Iran, a survey suggests.",https://www.dw.com/en/germany-news-more-than-1-900-missing-children/live-77272115?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
437,Germany's Dr. Wolff cosmetics company is going all in on AI,"This medium-sized, family-run business has embraced artificial intelligence to stay competitive. All employees are encouraged to learn about and apply LLMs.",https://www.dw.com/en/germany-s-dr-wolff-cosmetics-company-is-going-all-in-on-ai/a-77268215?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
438,Blinded by the light pollution: Cities seek to restore night,"Artificial lights are blotting out the moon and stars, harming human health, and disrupting the natural world. Why is this a problem? And how can we stop it without sitting in the dark?",https://www.dw.com/en/blinded-by-the-light-pollution-cities-seek-to-restore-night/a-77279415?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
439,Germany plans to address growing use of date-rape drugs,Germany's justice minister is seeking harsher penalties for the use of date-rape drugs in sexual assaults. But victims say more needs to be done about a growing problem.,https://www.dw.com/en/germany-plans-to-address-growing-use-of-date-rape-drugs/a-77261733?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
440,Enhanced Games: Why 'crippling injuries' are the least of it,"Doping in sports is nothing new. Athletes at the Enhanced Games will know the risks  severe injury, even paralysis. But bioethicists are also concerned we're opening the gates to altering our fundamental human biology.",https://www.dw.com/en/enhanced-games-why-crippling-injuries-are-the-least-of-it/a-77248463?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
441,What is Pentecost?,"People new to Germany are often surprised by the number of public holidays in the spring. Pentecost is one of them, but its significance is not well-known.",https://www.dw.com/en/what-is-pentecost/a-77213765?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
442,Germany: Record numbers take German passport in 2025,"A record number of people received a German passport in 2025, a media report says. Numbers have been rising since Germany changed citizenship requirements in 2024.",https://www.dw.com/en/germany-record-numbers-take-german-passport-in-2025/a-77271372?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
443,Germany's 'rapid militarization' threatens basic rights,"Ten human rights organizations say security interests are increasingly being prioritized over fundamental rights in Germany. The scathing criticism was presented in their ""2026 Fundamental Rights Report.""",https://www.dw.com/en/germany-s-rapid-militarization-threatens-basic-rights/a-77265460?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.288753,,,2026-06-04T10:11:33.288753
444,Kevin Warsh: Trump ally at the Federal Reserve?,"Never before has a chair of the US Federal Reserve been so controversial. Who is Kevin Warsh? Can he preserve the Fed's independence, or will he become Donald Trump's puppet?",https://www.dw.com/en/kevin-warsh-trump-ally-at-the-federal-reserve/a-77248236?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.291380,,,2026-06-04T10:11:33.291380
445,US or Iran: Who will win the Hormuz endurance game?,"Tehran is betting that its sanctionshardened economy can outlast the Strait of Hormuz crisis. Washington, meanwhile, is contending with elevated oil prices, renewed inflation pressure and rising global recession risks.",https://www.dw.com/en/us-or-iran-who-will-win-the-hormuz-endurance-game/a-77211690?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.291380,,,2026-06-04T10:11:33.291380
446,The dying dream of the dead to be at peace with life,Many people have vivid dreams shortly before death. Research suggests the dreams are not a sign of confusion  but may help both the dying and their loved ones make sense of loss.,https://www.dw.com/en/the-dying-dream-of-the-dead-to-be-at-peace-with-life/a-77197682?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-06-04T10:11:33.291380,,,2026-06-04T10:11:33.291380
447,How the Cannes 2026 films reflect a world in conflict,"Various works explore the impact of authoritarianism through a historical lens, while one thriller on corruption is set in Putin's Russia.",https://www.dw.com/en/how-the-cannes-2026-films-reflect-a-world-in-conflict/a-77248443?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.291380,,,2026-06-04T10:11:33.291380
448,DW exclusive: Germany's far-right AfD vows to 'make history',"The AfD looks set to take power in a German state for the first time. In a DW exclusive, the front-runner in Saxony-Anhalt discusses plans to detain immigrants and revamp the school system, and relations with Russia.",https://www.dw.com/en/dw-exclusive-germany-s-far-right-afd-vows-to-make-history/a-77252189?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.291380,,,2026-06-04T10:11:33.291380
